LOGIN,IP,PUERTO,ESTADO_ELEMENTO,ESTADO_SERVICIO
stdrigarciaz2,172.30.253.117,2/24,HABILITADO,Cancel
stdrigarciaz2,172.30.253.117,2/24,HABILITADO,Cancel
stdrigarciaz2,172.30.253.117,2/24,HABILITADO,Cancel
stdrigarciaz2,172.30.253.117,2/24,HABILITADO,Cancel
stdrigarciaz2,172.30.253.117,2/24,HABILITADO,Cancel
stdrigarciaz2,172.30.253.117,2/24,HABILITADO,Cancel
stdrigarciaz2,172.30.253.117,2/24,HABILITADO,Cancel
stdlavegam_m,172.30.253.9,2/11,HABILITADO,Cancel
stdlavegam_m,172.30.253.9,2/11,HABILITADO,Cancel
stdlavegam_m,172.30.253.9,2/11,HABILITADO,Cancel
stdeesanche,172.30.253.146,2/13,HABILITADO,Activo
stdeesanche,172.30.253.146,2/13,HABILITADO,Activo
stdeesanche,172.30.253.146,2/13,HABILITADO,Activo
stdrigarciaz2,172.30.253.117,2/24,HABILITADO,Cancel
riobvicarioli1,172.31.200.3,2/2,HABILITADO,Activo
stdjrpatinoz,172.30.253.9,2/6,HABILITADO,Activo
stdjrpatinoz,172.30.253.9,2/6,HABILITADO,Activo
stdjrpatinoz,172.30.253.9,2/6,HABILITADO,Activo
stdjrpatinoz,172.30.253.9,2/6,HABILITADO,Activo
stdrigarciaz2,172.30.253.117,2/24,HABILITADO,Cancel
stdrigarciaz2,172.30.253.117,2/24,HABILITADO,Cancel
stdeesanche,172.30.253.146,2/13,HABILITADO,Activo
stdjdmeri_m,172.30.253.9,2/1,HABILITADO,Activo
stdjdmeri_m,172.30.253.9,2/1,BLOQUEADO,Activo
stdjdmeri_m,172.30.253.9,2/1,BLOQUEADO,Activo
stdjdmeri_m,172.30.253.9,2/1,HABILITADO,Activo
riobvicarioli1,172.31.200.3,2/2,HABILITADO,Activo
riobvicarioli1,172.31.200.3,2/2,HABILITADO,Activo
riobvicarioli1,172.31.200.3,2/2,HABILITADO,Activo
riobvicarioli1,172.31.200.3,2/2,HABILITADO,Activo
riobvicarioli1,172.31.200.3,2/2,HABILITADO,Activo
riobvicarioli1,172.31.200.3,2/2,HABILITADO,Activo
riobvicarioli1,172.31.200.3,2/2,BLOQUEADO,Activo
riobvicarioli1,172.31.200.3,2/2,BLOQUEADO,Activo
riobvicarioli1,172.31.200.3,2/2,BLOQUEADO,Activo
stdeesanche,172.30.253.146,2/13,HABILITADO,Activo
stdeesanche,172.30.253.146,2/13,HABILITADO,Activo
stdmatoap_m,172.30.253.9,2/18,HABILITADO,Activo
stdmatoap_m,172.30.253.9,2/18,HABILITADO,Activo
stdmatoap_m,172.30.253.9,2/18,HABILITADO,Activo
stdmatoap_m,172.30.253.9,2/18,HABILITADO,Activo
LIBRE,172.31.200.3,2/9,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/9,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/9,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/9,BLOQUEADO,In-Corte
LIBRE,172.31.200.3,2/9,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/9,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/9,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/9,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/9,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/9,HABILITADO,In-Corte
stdjmmedinaq1,172.30.253.117,2/20,HABILITADO,Cancel
stdjmmedinaq1,172.30.253.117,2/20,HABILITADO,Cancel
stdjmmedinaq1,172.30.253.117,2/20,HABILITADO,Cancel
stdjmmedinaq1,172.30.253.117,2/20,HABILITADO,Cancel
stdjmmedinaq1,172.30.253.117,2/20,HABILITADO,Cancel
stdjmmedinaq1,172.30.253.117,2/20,HABILITADO,Cancel
stdjmmedinaq1,172.30.253.117,2/20,HABILITADO,Cancel
stdjmmedinaq1,172.30.253.117,2/20,HABILITADO,Cancel
stdjmmedinaq1,172.30.253.117,2/20,HABILITADO,Cancel
stdjmmedinaq1,172.30.253.117,2/20,HABILITADO,Cancel
stdjmmedinaq1,172.30.253.117,2/20,HABILITADO,Cancel
LIBRE,172.31.200.3,2/11,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/11,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/11,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/11,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/11,BLOQUEADO,In-Corte
LIBRE,172.31.200.3,2/11,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/11,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/11,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/11,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/11,HABILITADO,In-Corte
stdhcongy_m,172.30.253.9,2/22,HABILITADO,Activo
stdhcongy_m,172.30.253.9,2/22,HABILITADO,Activo
stdhcongy_m,172.30.253.9,2/22,HABILITADO,Activo
stdhcongy_m,172.30.253.9,2/22,HABILITADO,Activo
LIBRE,172.30.253.146,2/5,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/5,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/5,BLOQUEADO,In-Corte
LIBRE,172.30.253.146,2/5,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/5,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/5,HABILITADO,In-Corte
riomvsanc_m,172.31.200.3,2/14,HABILITADO,Activo
riomvsanc_m,172.31.200.3,2/14,HABILITADO,Activo
riomvsanc_m,172.31.200.3,2/14,HABILITADO,Activo
riomvsanc_m,172.31.200.3,2/14,HABILITADO,Activo
riomvsanc_m,172.31.200.3,2/14,HABILITADO,Activo
riomvsanc_m,172.31.200.3,2/14,HABILITADO,Activo
riomvsanc_m,172.31.200.3,2/14,HABILITADO,Activo
riomvsanc_m,172.31.200.3,2/14,HABILITADO,Activo
riomvsanc_m,172.31.200.3,2/14,HABILITADO,Activo
riomvsanc_m,172.31.200.3,2/14,HABILITADO,Activo
LIBRE,172.30.253.117,2/13,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/13,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/13,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/13,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/13,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/13,BLOQUEADO,In-Corte
LIBRE,172.30.253.117,2/13,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/13,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/13,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/13,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/13,HABILITADO,In-Corte
stdchbonifaza,172.30.253.146,2/3,HABILITADO,Activo
stdchbonifaza,172.30.253.146,2/3,HABILITADO,Activo
stdchbonifaza,172.30.253.146,2/3,HABILITADO,Activo
stdchbonifaza,172.30.253.146,2/3,HABILITADO,Activo
stdchbonifaza,172.30.253.146,2/3,HABILITADO,Activo
stdchbonifaza,172.30.253.146,2/3,HABILITADO,Activo
stdlkgonz,172.30.253.117,2/19,HABILITADO,Activo
stdlkgonz,172.30.253.117,2/19,HABILITADO,Activo
stdlkgonz,172.30.253.117,2/19,HABILITADO,Activo
stdlkgonz,172.30.253.117,2/19,HABILITADO,Activo
stdlkgonz,172.30.253.117,2/19,HABILITADO,Activo
stdlkgonz,172.30.253.117,2/19,HABILITADO,Activo
stdlkgonz,172.30.253.117,2/19,HABILITADO,Activo
stdlkgonz,172.30.253.117,2/19,HABILITADO,Activo
stdlkgonz,172.30.253.117,2/19,HABILITADO,Activo
stdlkgonz,172.30.253.117,2/19,HABILITADO,Activo
stdlkgonz,172.30.253.117,2/19,HABILITADO,Activo
rioffpazo_m,172.31.200.3,2/12,HABILITADO,Activo
rioffpazo_m,172.31.200.3,2/12,HABILITADO,Activo
rioffpazo_m,172.31.200.3,2/12,HABILITADO,Activo
rioffpazo_m,172.31.200.3,2/12,HABILITADO,Activo
rioffpazo_m,172.31.200.3,2/12,HABILITADO,Activo
rioffpazo_m,172.31.200.3,2/12,HABILITADO,Activo
rioffpazo_m,172.31.200.3,2/12,HABILITADO,Activo
rioffpazo_m,172.31.200.3,2/12,HABILITADO,Activo
rioffpazo_m,172.31.200.3,2/12,HABILITADO,Activo
rioffpazo_m,172.31.200.3,2/12,HABILITADO,Activo
LIBRE,172.30.253.9,2/21,HABILITADO,In-Corte
LIBRE,172.30.253.9,2/21,HABILITADO,In-Corte
LIBRE,172.30.253.9,2/21,HABILITADO,In-Corte
LIBRE,172.30.253.9,2/21,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/23,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/23,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/23,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/23,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/23,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/23,BLOQUEADO,In-Corte
rionazambranom3,172.31.200.3,2/21,HABILITADO,Activo
rionazambranom3,172.31.200.3,2/21,HABILITADO,Activo
rionazambranom3,172.31.200.3,2/21,HABILITADO,Activo
LIBRE,172.30.253.117,2/14,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/2,BLOQUEADO,In-Corte
LIBRE,172.30.253.146,2/2,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/2,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/2,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/2,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/2,BLOQUEADO,In-Corte
stdqli_m,172.30.253.9,2/14,HABILITADO,Activo
stdqli_m,172.30.253.9,2/14,HABILITADO,Activo
stdqli_m,172.30.253.9,2/14,HABILITADO,Activo
stdqli_m,172.30.253.9,2/14,HABILITADO,Activo
LIBRE,172.30.253.117,2/14,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/14,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/14,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/14,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/14,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/14,BLOQUEADO,In-Corte
LIBRE,172.30.253.117,2/14,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/14,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/14,HABILITADO,In-Corte
rionazambranom3,172.31.200.3,2/21,HABILITADO,Activo
stdgrojas,172.30.253.9,2/2,HABILITADO,Activo
LIBRE,172.30.253.117,2/14,HABILITADO,In-Corte
rionazambranom3,172.31.200.3,2/21,HABILITADO,Activo
LIBRE,172.30.253.117,2/4,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/4,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/4,BLOQUEADO,In-Corte
LIBRE,172.30.253.117,2/4,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/4,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/4,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/4,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/4,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/4,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/4,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/4,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/4,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/4,BLOQUEADO,In-Corte
LIBRE,172.30.253.146,2/4,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/4,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/4,HABILITADO,In-Corte
LIBRE,172.30.253.146,2/4,HABILITADO,In-Corte
stdgrojas,172.30.253.9,2/2,HABILITADO,Activo
stdgrojas,172.30.253.9,2/2,HABILITADO,Activo
stdgrojas,172.30.253.9,2/2,BLOQUEADO,Activo
LIBRE,172.30.253.117,2/18,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/18,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/18,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/18,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/18,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/18,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/18,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/18,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/18,BLOQUEADO,In-Corte
LIBRE,172.30.253.117,2/18,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/18,HABILITADO,In-Corte
stdfctapiaa1,172.30.253.9,2/24,HABILITADO,Activo
stdfctapiaa1,172.30.253.9,2/24,HABILITADO,Activo
stdfctapiaa1,172.30.253.9,2/24,HABILITADO,Activo
rionazambranom3,172.31.200.3,2/21,HABILITADO,Activo
rionazambranom3,172.31.200.3,2/21,HABILITADO,Activo
rionazambranom3,172.31.200.3,2/21,HABILITADO,Activo
rionazambranom3,172.31.200.3,2/21,HABILITADO,Activo
rionazambranom3,172.31.200.3,2/21,HABILITADO,Activo
stdamtorr,172.30.253.117,2/9,HABILITADO,Activo
stdamtorr,172.30.253.117,2/9,HABILITADO,Activo
stdamtorr,172.30.253.117,2/9,HABILITADO,Activo
stdamtorr,172.30.253.117,2/9,HABILITADO,Activo
stdamtorr,172.30.253.117,2/9,HABILITADO,Activo
stdamtorr,172.30.253.117,2/9,HABILITADO,Activo
stdamtorr,172.30.253.117,2/9,HABILITADO,Activo
stdamtorr,172.30.253.117,2/9,HABILITADO,Activo
stdamtorr,172.30.253.117,2/9,HABILITADO,Activo
stdamtorr,172.30.253.117,2/9,HABILITADO,Activo
stdamtorr,172.30.253.117,2/9,HABILITADO,Activo
stdfctapiaa1,172.30.253.9,2/24,HABILITADO,Activo
rioaegran,172.31.200.3,2/10,HABILITADO,Activo
stdapbautistal,172.30.253.146,2/7,HABILITADO,Cancel
stdapbautistal,172.30.253.146,2/7,HABILITADO,Cancel
stdapbautistal,172.30.253.146,2/7,HABILITADO,Cancel
stdapbautistal,172.30.253.146,2/7,HABILITADO,Cancel
stdapbautistal,172.30.253.146,2/7,HABILITADO,Cancel
stdapbautistal,172.30.253.146,2/7,HABILITADO,Cancel
LIBRE,172.30.253.9,2/15,HABILITADO,Cancel
LIBRE,172.30.253.9,2/15,BLOQUEADO,Cancel
LIBRE,172.30.253.9,2/15,HABILITADO,Cancel
LIBRE,172.30.253.9,2/15,HABILITADO,Cancel
rioaegran,172.31.200.3,2/10,HABILITADO,Activo
rioaegran,172.31.200.3,2/10,HABILITADO,Activo
rioaegran,172.31.200.3,2/10,HABILITADO,Activo
rioaegran,172.31.200.3,2/10,HABILITADO,Activo
rioaegran,172.31.200.3,2/10,HABILITADO,Activo
rioaegran,172.31.200.3,2/10,HABILITADO,Activo
rioaegran,172.31.200.3,2/10,HABILITADO,Activo
rioaegran,172.31.200.3,2/10,HABILITADO,Activo
rioaegran,172.31.200.3,2/10,HABILITADO,Activo
LIBRE,172.30.253.117,2/22,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/22,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/22,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/22,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/22,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/6,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/6,BLOQUEADO,In-Corte
LIBRE,172.31.200.3,2/6,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/6,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/6,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/6,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/6,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/6,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/6,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/6,HABILITADO,In-Corte
stdmppatinog,172.30.253.146,2/15,HABILITADO,Activo
LIBRE,172.30.253.117,2/22,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/22,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/22,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/22,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/22,BLOQUEADO,In-Corte
LIBRE,172.30.253.117,2/22,HABILITADO,In-Corte
LIBRE,172.30.253.9,2/4,HABILITADO,In-Corte
LIBRE,172.30.253.9,2/4,HABILITADO,In-Corte
LIBRE,172.30.253.9,2/4,HABILITADO,In-Corte
LIBRE,172.30.253.9,2/4,HABILITADO,In-Corte
riomhongl,172.31.200.3,2/7,HABILITADO,Activo
riomhongl,172.31.200.3,2/7,HABILITADO,Activo
riomhongl,172.31.200.3,2/7,HABILITADO,Activo
riomhongl,172.31.200.3,2/7,HABILITADO,Activo
riomhongl,172.31.200.3,2/7,HABILITADO,Activo
riomhongl,172.31.200.3,2/7,HABILITADO,Activo
riomhongl,172.31.200.3,2/7,HABILITADO,Activo
riomhongl,172.31.200.3,2/7,HABILITADO,Activo
riomhongl,172.31.200.3,2/7,HABILITADO,Activo
riomhongl,172.31.200.3,2/7,HABILITADO,Activo
stdmppatinog,172.30.253.146,2/15,HABILITADO,Activo
stdmppatinog,172.30.253.146,2/15,HABILITADO,Activo
stdmppatinog,172.30.253.146,2/15,HABILITADO,Activo
stdmppatinog,172.30.253.146,2/15,HABILITADO,Activo
stdmppatinog,172.30.253.146,2/15,HABILITADO,Activo
rioaeguadalupeo1,172.31.200.3,2/19,HABILITADO,Activo
rioaeguadalupeo1,172.31.200.3,2/19,HABILITADO,Activo
rioaeguadalupeo1,172.31.200.3,2/19,HABILITADO,Activo
rioaeguadalupeo1,172.31.200.3,2/19,HABILITADO,Activo
rioaeguadalupeo1,172.31.200.3,2/19,HABILITADO,Activo
rioaeguadalupeo1,172.31.200.3,2/19,HABILITADO,Activo
rioaeguadalupeo1,172.31.200.3,2/19,HABILITADO,Activo
rioaeguadalupeo1,172.31.200.3,2/19,HABILITADO,Activo
rioaeguadalupeo1,172.31.200.3,2/19,HABILITADO,Activo
rioaeguadalupeo1,172.31.200.3,2/19,HABILITADO,Activo
stdmagran,172.30.253.117,2/12,HABILITADO,Activo
stdmagran,172.30.253.117,2/12,HABILITADO,Activo
stdmagran,172.30.253.117,2/12,HABILITADO,Activo
stdmagran,172.30.253.117,2/12,HABILITADO,Activo
stdmagran,172.30.253.117,2/12,HABILITADO,Activo
stdmagran,172.30.253.117,2/12,HABILITADO,Activo
stdmagran,172.30.253.117,2/12,HABILITADO,Activo
stdmagran,172.30.253.117,2/12,HABILITADO,Activo
stdmagran,172.30.253.117,2/12,HABILITADO,Activo
stdmagran,172.30.253.117,2/12,HABILITADO,Activo
stdmagran,172.30.253.117,2/12,HABILITADO,Activo
stdnlmanoba,172.30.253.9,2/17,HABILITADO,Cancel
stdnlmanoba,172.30.253.9,2/17,HABILITADO,Cancel
stdnlmanoba,172.30.253.9,2/17,HABILITADO,Cancel
stdnlmanoba,172.30.253.9,2/17,HABILITADO,Cancel
rioeravalosc,172.31.200.3,2/1,HABILITADO,Activo
rioeravalosc,172.31.200.3,2/1,HABILITADO,Activo
LIBRE,172.30.253.117,2/17,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/17,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/17,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/17,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/17,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/17,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/17,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/17,BLOQUEADO,In-Corte
LIBRE,172.30.253.117,2/17,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/17,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/17,HABILITADO,In-Corte
stdgwapoloc1,172.30.253.9,2/13,HABILITADO,Activo
stdgwapoloc1,172.30.253.9,2/13,HABILITADO,Activo
stdgwapoloc1,172.30.253.9,2/13,HABILITADO,Activo
stdgwapoloc1,172.30.253.9,2/13,HABILITADO,Activo
rioeravalosc,172.31.200.3,2/1,HABILITADO,Activo
rioeravalosc,172.31.200.3,2/1,HABILITADO,Activo
rioeravalosc,172.31.200.3,2/1,BLOQUEADO,Activo
